Id,modularity_class,user_id,user_name,Organization,Catergory_1,Catergory_2,Position,Gender,Race,Past Bio Details,user_description,White Hse?,Correspondent?,Video?,user_urls,Newsroom_1,Newsroom_2,shared past,TV contract?,Radio?,user_statuses_count,user_followers_count,user_friends_count,user_favourites_count,user_listed_count,user_verified,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,closnesscentrality,betweenesscentrality,clustering,eigencentrality,Authority,Hub,Notes
MysteryPollster,19,11731322,Mark Blumenthal,SurveyMonkey,-,Senate_Press_Galleries,,M,White,"""Formerly: Huffington Post, http://Pollster.com , political consultant (D)""","Head of Election Polling for SurveyMonkey. Husband. Father. Cyclist. Formerly: Huffington Post, https://t.co/FFguVAUHdQ, political consultant (D).",FALSE,FALSE,FALSE, ,Survey Monkey, , , , ,10628,19343,704,88,1212,TRUE,5,3,8,29,24,53,0.310609,19.782376,0.466667,0.018883,0.003441,0.001581,
CahnEmily,19,18825339,Emily C. Singer,Mic,Digital,Senate_Periodical_Galleries,,F,White,"""@rollcall, #gwu, @mashable alum""","Senior Political Reporter @mic; @rollcall, #gwu, @mashable alum; poodle mom üê©. RTs not endorsements, yada yada yada. esinger@mic.com",FALSE,FALSE,FALSE,https://mic.com/profiles/18972/emily-c-singer,Mic,Roll Call,N,N, ,119083,19122,2222,34737,775,TRUE,69,247,316,285,1278,1563,0.446406,34378.22749,0.14644,0.188134,0.043074,0.141244,
dlippman,19,20813112,Daniel Lippman,Politico,Digital,Senate_Periodical_Galleries,,M,White,"""Alum @WSJ @Reuters and @McClatchyDC""",Reporter @Politico and co-author of Politico Playbook. Alum @WSJ @Reuters and @McClatchyDC Email tips to daniel@politico.com,FALSE,FALSE,FALSE, ,POLITICO, ,N,N, ,3322,19107,15113,3031,472,TRUE,45,20,65,55,26,81,0.327024,3519.865535,0.127273,0.121936,0.023853,0.011064,
sinderbrand,19,19554219,Rebecca Sinderbrand,Washington Post,Newspapers,Senate_Press_Galleries,,F,White,"""Politico, CNN vet; former @GUPolitics fellow.""","Now: NBC News Senior Washington Editor. Before: Washington Post, Politico, CNN. Always: a Hoya. In the profile pic: not Abe Lincoln.",FALSE,FALSE,FALSE,https://www.nbcnews.com/,NBC, ,"N (WP, Politico, NJ)",Y, ,18785,19097,2909,6170,885,TRUE,27,32,59,48,53,101,0.35012,2532.772048,0.229412,0.096521,0.018891,0.02539,
tackettdc,19,300497193,Michael Tackett,New York Times,Newspapers,Senate_Press_Galleries,,M,White,-,New York Times Washington Bureau,FALSE,FALSE,FALSE,http://www.amazon.com/Baseball-Whisperer-Small-Town-Shaped-League/dp/544387643/ref=sr_1_1?ie=UTF8&q,NYT, ,N,N, ,42430,18908,1402,87,793,TRUE,70,41,111,120,194,314,0.344725,5933.61244,0.145487,0.241642,0.038981,0.026142,
Jamie_Weinstein,19,33938700,Jamie Weinstein,Daily Caller,Digital,Senate_Press_Galleries,Podcast Host,M,White,-,"Host of The Jamie Weinstein Show at @NRO. Founding Partner of JMW Strategies. Co-Author of ""The Lizard King.""",FALSE,FALSE,FALSE,https://itunes.apple.com/us/podcast/jamie-weinstein-show-featuring/id1158696,NRO, ,N,N, ,35069,18777,419,3137,614,TRUE,29,28,57,162,179,341,0.341087,1533.964199,0.300211,0.129072,0.01884,0.019421,
toddzwillich,19,28902856,Todd Zwillich,WNYC,-,Radio_and_Television,Correspondent and Host at WNYC,M,White ,0,Host of The Takeaway from PRI & WNYC. Definitely send me your theories. tzwillich at gmail,FALSE,FALSE,FALSE, ,PRI,WNYC,N,N,Radio,36044,18711,1926,3421,813,TRUE,12,26,38,31,44,75,0.340887,247.36681,0.245161,0.029055,0.00528,0.020359,
NYTnickc,19,269448653,Nick Corasaniti,New York Times,Newspapers,Senate_Press_Galleries,,M,White,-,reporter for @nytimes; sandwich/taco pundit. #campaignfoodreport corasan@nytimes.com,FALSE,FALSE,FALSE,http://www.nytimes.com/by/nick-corasaniti,NYT, ,N,N, ,29019,18264,1628,8866,790,TRUE,24,35,59,39,77,116,0.34209,3084.762046,0.220238,0.089948,0.01386,0.023361,
SuzyKhimm,19,18174520,Suzy Khimm,Freelance,-,Radio_and_Television,Journalist,F,Asian,"""Writer based in Washington, DC. Formerly @newrepublic @MSNBC @washingtonpost.""","National reporter for @NBCNews, covering federal agencies under the Trump administration. Tips? suzy.khimm@nbcuni.com",FALSE,FALSE,FALSE,http://suzykhimm.com,NBC, ,N,N, ,20190,18096,991,6872,1121,TRUE,3,5,8,3,10,13,0.283509,23.714734,0,0.007826,0.001003,0.001516,
teddyschleifer,19,286432534,Teddy Schleifer,Recode,Digital,Radio_and_Television,,M,White,"""Previously at @HoustonChron.""","I write about money in tech for @Recode. Once wrote about money in politics for @CNN. Find me through open DMs, on Signal or at teddy.schleifer@recode.net.",FALSE,FALSE,FALSE,https://www.recode.net/authors/theodore-schleifer,Recode, ,N (CNN),N (former), ,26896,17843,3831,8089,681,TRUE,12,10,22,180,180,360,0.315894,47.12458,0.316993,0.056965,0.008216,0.006707,
mattizcoop,19,11384102,Matthew Cooper,Newsweek,News Magazine,Senate_Periodical_Galleries,,M,White,-,"Contributing Editor, @Washmonthly @Washingtonian.  @Time, @Newsweek alum. Bylines galore. Lover of humanity and 70s films. DM4Signal msc0121@protonmail.com",FALSE,FALSE,FALSE,http://www.facebook.com/TheMatthewCooper,Washington Monthly,Washingtonian ,N,N, ,19183,17760,2969,1508,750,TRUE,37,20,57,59,42,101,0.336159,957.962629,0.161616,0.103893,0.019736,0.01043,
CalNBC,19,17348735,Cal Perry,MSNBC,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,Journalist. @NBCNews Global Editor; Digital Content. Husband of @njameel9 & servant of two totos.  Instagram: @calmsnbc,FALSE,FALSE,FALSE,http://nbcnews.com,NBC, ,N,Y, ,21076,17739,426,1744,966,TRUE,7,14,21,11,24,35,0.318489,8204.107429,0.191667,0.017231,0.001696,0.006648,
Jordanfabian,19,47632905,Jordan Fabian,The Hill,Capitol Hill publications,Senate_Periodical_Galleries,,M,White,-,White House correspondent @thehill. D.C. sports nut. Email me jfabian@thehill.com,TRUE,TRUE,FALSE,http://thehill.com,TheHill, ,N,N, ,43645,17564,1848,7227,874,TRUE,105,75,180,291,200,491,0.372943,13993.42487,0.150118,0.334226,0.058413,0.044453,
baysontheroad,19,15531387,JAMES BAYS,Aljazeera English,Television Network News and Public Affairs,Radio_and_Television,Washington Editor,M,White,-,Global Tramp - who has stopped for a bit in the US. Currently employed by Aljazeera. Diplomatic Editor of @AJENews. (All comments here mine alone),FALSE,FALSE,FALSE,http://blogs.aljazeera.net/profile/james-bays,AJZ, ,N,N, ,8546,17414,6051,108,605,TRUE,5,7,12,20,61,81,0.301538,60.991889,0.263889,0.001571,0.000795,0.003644,
CharlieCookDC,19,2657143946,Charlie Cook,Cook Political Report,-,Senate_Periodical_Galleries,,M,White,Also: columnist @NationalJournal,"Non-partisan political analyst. Editor & Publisher @CookPolitical, columnist @NationalJournal, political analyst for NBC News. RT ‚â† endorsement",FALSE,FALSE,FALSE,http://cookpolitical.com,CookPolitical,NBC ,N,N, ,277,17392,752,46,496,TRUE,12,2,14,16,2,18,0.269124,9.837824,0.227273,0.039301,0.006708,0.001548,
TimothyNoah1,19,437019753,Timothy Noah,Politico,Digital,Senate_Periodical_Galleries,Labor Policy Editor,M,White,"""New Republic (TRB), Slate (Chatterbox), WSJ, Washington Monthly, etc.""","POLITICO labor policy editor. Author, The Great Divergence. Previously New Republic (TRB column), Slate (Chatterbox), WSJ, Washington Monthly, etc.",FALSE,FALSE,FALSE,http://timothynoah.com,POLITICO, ,N,N, ,24447,16823,2777,6896,657,TRUE,37,46,83,148,195,343,0.362259,5005.259623,0.176923,0.080246,0.016475,0.029875,
StevenSternberg,19,11579212,Steve Sternberg,U.S. News & World Report,News Magazine,Senate_Periodical_Galleries,,M,White,-,Senior writer at U.S. News & World Report. Views my own.,FALSE,FALSE,FALSE,http://usnews.com,Usnews, ,N,N, ,8134,16479,9220,444,739,TRUE,2,5,7,2,8,10,0.297477,77.73899,0.095238,0.001106,0.000113,0.003298,
dliebelson,19,217083195,Dana Liebelson,Huffington Post,Digital,Senate_Press_Galleries,Reporter,F,White,"""Former staffer @MotherJones. Homeland is Montana.""",Reporter @HuffPost @highline. Knight Public Service & Writers Guild Award winner. Ex-@MotherJones. I play bass in @hemlinesband. ‚úçÔ∏èrep: The Bent Agency. Home=MT,FALSE,FALSE,FALSE,http://www.dliebelson.com/,Huffpost, ,N,N, ,14265,16476,983,3829,653,TRUE,10,12,22,36,29,65,0.316009,559.484324,0.511029,0.015371,0.002814,0.00819,
jasondhorowitz,19,87584353,Jason Horowitz,New York Times,Newspapers,Senate_Press_Galleries,,M,White,-,"Rome Bureau Chief of The New York Times. RTs = niente. Dammi una dritta (send real tips, not restaurants) at jason.horowitz@nytimes.com",FALSE,FALSE,FALSE,https://www.nytimes.com/by/jason-horowitz,NYT, ,N,N, ,11930,16033,617,1129,649,TRUE,16,13,29,33,17,50,0.319071,1120.897829,0.315385,0.067569,0.00811,0.008233,
AndrewNBCNews,19,24464743,Andrew Rafferty,NBC News,Television Network News and Public Affairs,Radio_and_Television,,M,White,-,Covering politics for @NBCNews. Fmr. Campaign embed. Links & retweets aren't endorsements. Opinions are my own.,FALSE,FALSE,FALSE, ,NBC, ,N,Y, ,8819,16008,2180,941,564,TRUE,7,11,18,11,15,26,0.297021,18.273006,0.395833,0.029788,0.00428,0.008929,
katieglueck,19,154985728,Katie Glueck,McClatchy Newspapers,-,Senate_Periodical_Galleries,Senior Political Correspondent,F,White,"""@politico alum. KC native. @medillschool grad.""","Senior political correspondent, @mcclatchydc. @politico alum. KC native. @medillschool grad. Email: kglueck@mcclatchydc.com. Tweets/RTs‚â†endorsements.",FALSE,TRUE,FALSE,http://www.mcclatchydc.com,McClatchy, , , , ,18991,15809,4775,4657,634,TRUE,55,95,150,160,297,457,0.38034,6188.720516,0.214286,0.198975,0.031759,0.065298,
JaredRizzi,19,19576571,Jared Rizzi,Sirius XM Satellite Radio,-,Radio_and_Television,"White House Correspondent, SXMPOTUS",M,White,Host of The Lid - Fridays 2 PM ET & weekends. ,"Sean Spicer: ""That's the silliest thing I've ever heard""  jrizzi@gmail.com",FALSE,FALSE,FALSE, ,NAN,SiriusXM,N,N, ,53004,15605,7045,69774,423,TRUE,30,119,149,160,542,702,0.404216,10164.29925,0.201968,0.082974,0.01429,0.08703,
CLGrossman,19,55638250,Cathy Lynn Grossman,Religion News Service,-,Senate_Press_Galleries,,F,White,-,"I cover values & visions, life's big questions and end-of-life decisions. Pie baker, birder, ballet fan.",FALSE,FALSE,FALSE,https://cathylynngrossman.com/,NAN,usatoday,N,N, ,8719,15575,6262,33,748,FALSE,2,0,2,2,0,2,0,0,0,0.000786,0.001628,0,
JillDLawrence,19,47415772,Jill Lawrence,USA Today,Newspapers,Senate_Periodical_Galleries,Commentary Editor & Columnist,F,White,-,"Commentary editor and columnist @USATODAY. Author of The Art of the Political Deal: How Congress Beat the Odds and Broke Through Gridlock. RT=hmm, interesting.",FALSE,FALSE,FALSE,https://www.usatoday.com/reporters/opinion.html,UST, , , , ,36475,15525,2004,2716,688,TRUE,29,57,86,86,146,232,0.365675,7453.925239,0.207243,0.041506,0.016269,0.03869,
AnnieLinskey,19,37965812,Annie Linskey,Boston Globe,Newspapers,Senate_Press_Galleries,,F,White,-,Chief national correspondent for @BostonGlobe. Based in DC. Sailor. Snow enthusiast. Annie.Linskey@Globe.com,FALSE,TRUE,FALSE,http://www.bostonglobe.com,BostonGlobe, ,N,N, ,14924,15502,1897,6466,706,TRUE,41,55,96,70,105,175,0.360612,2719.645089,0.189508,0.167592,0.024529,0.037138,
singernews,19,242418441,Paul Singer,USA Today,Newspapers,Senate_Press_Galleries,Politics Editor & Washington Correspondent,M,White,-,Investigations editor at @NECIRBU and @WGBH. I am NOT the billionaire Paul Singer. paul_singer@wgbh.org,FALSE,FALSE,FALSE, ,NECIR,WGBH, , , ,18982,15314,1530,2945,608,TRUE,56,47,103,122,89,211,0.366289,7636.621061,0.155088,0.122648,0.02759,0.022558,
damianpaletta,19,115718513,Damian Paletta,Washington Post,Newspapers,Senate_Press_Galleries,White House Economic Policy Reporter,M,White,-,White House economic policy reporter for The Washington Post damian.paletta@washpost.com,TRUE,FALSE,FALSE,http://www.washingtonpost.com,WP, ,N,N, ,8112,15027,1079,68,829,TRUE,96,38,134,208,61,269,0.350754,8136.11233,0.183129,0.33065,0.05356,0.029317,
PostScottWilson,19,102789488,Scott Wilson,Washington Post,Newspapers,Senate_Press_Galleries,National editor,M,White,"""Once White House, Middle East, Latin America correspondent""",Senior national correspondent/@washingtonpost covering California and the west. Fan of my family and #FCB Please send ideas: scott.wilson@washpost.com,FALSE,TRUE,FALSE,http://www.washingtonpost.com/scott-wilson/211/3/2/ABt5vmP_page.html,WP, ,N,N, ,4882,14932,1370,1807,613,TRUE,31,29,60,59,60,119,0.343234,2137.38787,0.229469,0.087322,0.01392,0.01975,
PoliticoKevin,19,163589845,Kevin Robillard,Politico,Digital,Senate_Periodical_Galleries,,M,White,"""Previous: @TBD @thedbk.""","I report on Senate, governor and House races for @POLITICO. Massachusetts native. Maryland Terrapin. I'm more interested than angry.703-341-4659.",FALSE,FALSE,FALSE,http://www.politico.com,POLITICO, ,N,N, ,39264,14795,1926,8005,798,TRUE,99,84,183,338,325,663,0.381004,12937.05136,0.179635,0.321342,0.057894,0.054618,
eliseviebeck,19,154909422,Elise Viebeck,Washington Post,Newspapers,Senate_Press_Galleries,,F,White,-,Politics and investigations reporter with The Washington Post. Probably ordering pie to go. RTs ‚â† endorsements.,FALSE,FALSE,FALSE,https://www.washingtonpost.com/,WP, ,N,N, ,5546,14651,3650,1813,514,TRUE,39,28,67,90,60,150,0.336029,1338.455932,0.250168,0.151157,0.020667,0.018265,
davidshepardson,19,26283307,David Shepardson,Thomson Reuters,Wire Services,Senate_Press_Galleries,Automotive Reporter,M,White,"""Former Detroit News DC Bureau Chief. Michigan native.""","@Reuters reporter covering transportation, autos @fcc infrastructure Former @DetroitNews Michigan native. Father of three, husband, would-be basketball player",FALSE,FALSE,FALSE,http://www.reuters.com/journalists/david-shepardson,Reuters, ,N,N, ,77606,14224,5177,13353,706,TRUE,66,163,229,122,448,570,0.424574,45794.35529,0.128571,0.133109,0.031636,0.0944,
josh_levin,19,2984161,Josh Levin,Slate,Digital,Senate_Periodical_Galleries,Executive Editor,M,White,-,"Writer and editorial director, https://t.co/kuYLLPXiLZ. Host of Slate's sports podcast Hang Up and Listen https://t.co/W5MkGKrU4y",FALSE,FALSE,FALSE,http://www.josh-levin.com,Slate, ,N,N,Radio,6138,14143,1195,1033,531,TRUE,3,2,5,6,5,11,0.230029,14.907504,0.333333,0.002166,0.0006,0.000024,
FCNP_Nicholas,19,48787554,Nicholas F. Benton,Falls Church News Press,-,Senate_Periodical_Galleries,Owner,M,White,-,"Owner, Falls Church News-Press, Author, Extraordinary Hearts, Reclaiming Gay Sensibility's Central Role in the Progress of Civilization.",FALSE,FALSE,FALSE,http://www.nfbenton.com,falls church news press, ,N,N, ,4270,14016,700,980,57,FALSE,0,5,5,0,6,6,0.31212,0,0.55,0,0,0.006087,
GeoffRBennett,19,19502995,Geoff Bennett,Time Warner Cable,-,Radio_and_Television,Congressional Reporter ,M,African American,"@NPR Congressional Reporter | @CSPAN ""Washington Journal"" Guest Host | @ABCWorldNews & @NY1 Alum","@NBCNews White House Correspondent by way of @NPR, @NY1, @ABC & @Morehouse",TRUE,TRUE,FALSE,http://nbcnews.com,NBC,NPR,N,Y, ,4778,14009,2801,10559,251,TRUE,57,33,90,94,53,147,0.339098,2536.505437,0.211847,0.186161,0.037173,0.028282,
jestei,19,16441088,jennifer steinhauer,New York Times,Newspapers,Senate_Press_Galleries,Congress Reporter,F,White,-,"Covers Congress for The New York Times; author of two cookbooks. Dilatory amendments by day, meatloaf by night. https://t.co/ylloaGnxRy",FALSE,FALSE,FALSE, ,NYT, ,N,N, ,12534,13854,1002,3686,651,FALSE,21,9,30,30,12,42,0.319246,265.918096,0.269231,0.092531,0.010505,0.006605,
greggiroux,19,123738314,Greg Giroux,Bloomberg News,News Magazine,Senate_Press_Galleries,"Reporter, Bloomberg Government's Congress Tracker",M,White,-,"Bloomberg @BGOV reporter analyzing Congress & elections ‚Ä¢ Politics, trivia, history, classic movie buff ‚Ä¢ Views my own ‚Ä¢ ggiroux AT bgov DOT com",FALSE,FALSE,FALSE,http://www.bgov.com,Bloomberg, ,N,N, ,18625,13610,3792,933,755,TRUE,47,38,85,193,150,343,0.356268,5627.459371,0.207453,0.176289,0.026194,0.022654,
arappeport,19,14480378,Alan Rappeport,New York Times,Newspapers,Senate_Press_Galleries,,M,White,"""FT, Economist @MarjorieDeane alum.""",Economic Policy reporter at The New York Times. Formerly @FT; @MarjorieDeane alum @TheEconomist @LSEECHist. alan.rappeport@nytimes.com. RT ‚â† endorsement,FALSE,FALSE,FALSE,https://www.nytimes.com/by/alan-rappeport,NYT, ,N,N, ,10909,13362,1979,3607,501,TRUE,84,44,128,120,59,179,0.353812,4607.209419,0.175113,0.30263,0.051371,0.036603,
LACaldwellDC,19,56552341,Leigh Ann Caldwell,NBC News,Television Network News and Public Affairs,Radio_and_Television,,F,White,Frmr: CNN and public radio.,NBC Capitol Hill reporter. Formerly at CNN and public radio. Frmr D1 swimmer @NCState; current bike commuter. Mama of 2 from Vegas. leighann.caldwell@nbcuni.com,FALSE,FALSE,FALSE,https://www.facebook.com/LeighAnnCaldwellNBC/,NBC, ,N,N (former), ,6603,13124,1095,357,560,TRUE,68,26,94,162,71,233,0.343031,1821.585961,0.21713,0.239255,0.043413,0.018285,
MattLaslo,19,26607712,Matt Laslo,Laslo Congressional Bureau,-,Radio_and_Television,,M,White,"""Bylines: @RollingStone, @TheDailyBeast, @Guardian, @NPR, @VICE, @TheAtlantic..""","Bylines: @RollingStone, @TheDailyBeast, @Guardian, @NPR, @VICE, @TheAtlantic, @BillsandBrews, etc. Adjunct Prof @JHUGovStudies @GSPMgwu & @COMatBU",FALSE,FALSE,FALSE,http://billsandbrews.com,RollingStone,Daily Beast,N,N, ,28800,13121,3531,51881,616,TRUE,52,92,144,148,240,388,0.39293,16204.52403,0.204782,0.135717,0.027584,0.065527,
elizondogabriel,19,33647344,Gabriel Elizondo,Aljazeera English,Television Network News and Public Affairs,Radio_and_Television,,M,Hispanic,"""Previously based in São Paulo, Brazil from 2007-2014.""","Correspondent @AJEnglish. Previously based in S√£o Paulo, Brazil from 2007-2014.",FALSE,TRUE,FALSE,http://www.aljazeera.com/,AJZ-English, ,N,N, ,19013,13077,4418,2595,715,TRUE,4,5,9,15,19,34,0.295913,242.589491,0.214286,0.001406,0.00026,0.002264,
michaelkruse,19,16291449,Michael Kruse,Politico,Digital,Senate_Periodical_Galleries,,M,White,"""@TB_Times alum. @DavidsonCollege grad.""","Senior staff writer, @POLITICO, @POLITICOMag. @TB_Times alum. @DavidsonCollege grad. Love Lauren and the girls. I let people keep talking.",FALSE,FALSE,FALSE,http://POLITICO.com,POLITICO, ,N (TB_Times),N, ,54350,13035,2281,12401,567,TRUE,52,70,122,199,274,473,0.363088,7103.310023,0.196521,0.152102,0.028153,0.044905,
cam_joseph,19,142490217,Cameron Joseph,New York Daily News,Newspapers,Senate_Periodical_Galleries,Washington Bureau Chief,M,White,-,"Senior political correspondent @tpm. Almanac of American Politics contributor, @BPshow guest host. Bylined & large.",FALSE,TRUE,FALSE,http://talkingpointsmemo.com,TPM,Bill Press,N,Y, ,17021,13026,4796,1400,604,TRUE,40,89,129,111,227,338,0.383854,8425.354065,0.234232,0.161305,0.029998,0.061927,
RadioBabe,19,11469852,Andrea Seabrook,Scripps News,-,Radio_and_Television,Managing Editior ,F,White ," Formerly @NPR, @Marketplace. Founder, @DecodeDC.","Managing Editor, @Countable. Formerly @NPR, @Marketplace. Founder, @DecodeDC. Great journalism + great civic tech = democracy.",FALSE,FALSE,FALSE,http://www.Countable.us,Countable, ,N,N, ,6485,12777,2392,2424,593,FALSE,2,1,3,21,20,41,0,0,0.5,0.002922,0.000301,0,
herszenhorn,19,61879600,David M. Herszenhorn,Politico,Digital,Senate_Press_Galleries,,M,White,"""...long run at NY Times.""","News hunter. Writer. Scrutinizer of politics, policy & human folly. Now chief Brussels correspondent for POLITICO Europe after long run at NY Times.",FALSE,TRUE,FALSE, ,POLITICO, ,N,N, ,4114,12504,724,328,935,TRUE,6,5,11,7,6,13,0.298546,1.500578,0.444444,0.021543,0.003921,0.00548,
TedDavisLA,19,371889510,Ted Davis,Washington Post,Newspapers,Senate_Press_Galleries,#N/A,M,#N/A,#N/A,"I‚Äôve been called the 3 F‚Äôs: ‚Äúforthright‚Äù (Washington Post), ‚Äúforceful‚Äù (Daily News), and even a little ‚Äúfeisty‚Äù (LA Weekly).",FALSE,FALSE,FALSE,http://linkedin.com/in/ted-davis-358a2b9b,WP,Daily News,N,N, ,34013,12486,8301,1545,414,FALSE,4,44,48,5,64,69,0.358611,124.621223,0.328502,0.009324,0.003068,0.041139,
TedDavisSAV,19,371889510,Ted Davis,#N/A,#N/A,#N/A,,M,#N/A,#N/A,"A lawyer working of counsel (D.C. only) to the @ClaiborneFirm, a law practice that specializes in civil rights.",FALSE,FALSE,FALSE, ,NAN, , , , ,34293,12449,8624,1558,411,FALSE,3,33,36,3,43,46,0.343436,16.179869,0.290553,0.005132,0.001632,0.02884,
srl,19,764476890,Sam Levine,Huffington Post,Digital,Senate_Press_Galleries,Associate Politics Editor,M,White,-,Reporter covering voting rights at HuffPost and aspiring chef samuel.levine@huffingtonpost.com | sam.levine@protonmail.com,FALSE,FALSE,FALSE,http://www.huffingtonpost.com/sam-levine/,Huffpost, ,N,N, ,11528,12019,764,375,340,TRUE,62,29,91,402,323,725,0.336873,3105.339551,0.164352,0.154208,0.032724,0.017522,
DraperRobert,19,170034104,Robert Draper,New York Times,Newspapers,Senate_Periodical_Galleries,Writer,M,White,Concurrent: National Geographic,Author & writer for the New York Times Magazine & National Geographic.,FALSE,FALSE,FALSE, ,NYT, ,N,Y (National Geographic), ,7445,12015,1393,2948,398,TRUE,2,1,3,3,1,4,0.273811,0.619553,0.333333,0.002634,0.000736,0.001128,
learyreports,19,74241914,Alex Leary,Tampa Bay Times,Newspapers,Senate_Press_Galleries,,M,White,-,Washington Bureau Chief - Tampa Bay Times leary@tampabay.com,FALSE,FALSE,FALSE,http://www.tampabay.com/blogs/the-buzz-florida-politics/,Tampa Bay, ,N,N, ,23732,11965,55,17,607,TRUE,71,14,85,143,59,202,0.316985,1280.153657,0.159712,0.185204,0.041473,0.012908,
karoun,19,46447090,Karoun Demirjian,Washington Post,Newspapers,Senate_Press_Galleries,,F,Armenian,"""Fmr Moscow correspondent.""","Reporter, photo/videographer, globetrotter, language collector, part-time musician. NatSec on CapHill @ WaPo, CNN analyst, fmr foreign correspndnt (Russia/MidE)",FALSE,FALSE,TRUE,http://www.karoun.org,WP,CNN,N,Y, ,17345,11919,2152,642,456,FALSE,77,98,175,164,253,417,0.385806,10776.43334,0.177731,0.305983,0.041572,0.07114,
kelsey_snell,19,82151660,Kelsey Snell,Washington Post,Newspapers,Senate_Press_Galleries,,F,White,-,"@NPR Congressional reporter. Former Washington Post, Politico, National Journal. Mostly tweets on Congress & Chicago.",FALSE,FALSE,FALSE, ,NPR, ,"N (WP, Politico, NJ)",N,Radio,12234,11917,1321,3719,558,TRUE,79,82,161,203,470,673,0.379926,10528.53435,0.196177,0.288301,0.043287,0.05423,
eyokley,19,17827531,Eli Yokley,Morning Consult,-,Senate_Periodical_Galleries,,M,White,"""Formerly @rollcallpols and @politicmo.""",Political Reporter at @MorningConsult. Formerly @rollcallpols and @politicmo. @Mizzou made. ‚Ä¢ eyokley@morningconsult.com,FALSE,FALSE,FALSE,https://morningconsult.com/author/eli/,Morning Consult, ,N,N, ,70613,11859,4315,31042,490,TRUE,22,106,128,43,240,283,0.393905,6783.442889,0.210414,0.060072,0.013393,0.070448,
ArthurDelaneyHP,19,24196684,Arthur Delaney,Huffington Post,Digital,Senate_Press_Galleries,Politics & Economy Reporter,M,White,-,@HuffPostPol reporter,FALSE,FALSE,FALSE,http://www.huffingtonpost.com/arthur-delaney/,Huffpost, ,N,N, ,3547,11542,1097,4036,485,TRUE,35,39,74,196,243,439,0.354099,3027.986073,0.32398,0.110466,0.019645,0.027174,
katiezez,19,17759597,Katie Zezima,Washington Post,Newspapers,Senate_Press_Galleries,,F,White,"""Past reporting: '16 campaign, White House, New Jersey, New England.""","@washingtonpost national correspondent üá∫üá∏ Past reporting: '16 campaign, White House, New Jersey, New England. Say hi: katie.zezima@washpost.com",TRUE,TRUE,FALSE,http://www.washingtonpost.com/pb/katie-zezima,WP, ,N,N, ,21799,11357,3742,4557,596,TRUE,32,43,75,64,84,148,0.349279,6417.989942,0.19752,0.0916,0.013329,0.025764,
jeremybowers,19,8083262,Jeremy Bowers,New York Times,Newspapers,Senate_Press_Galleries,,M,White,"""Priors: @nprviz, @washingtonpost, @tb_times.""","Senior editor, news applications @nytinteractive. Adjunct @Duke_DeWitt. Priors: @nprviz, @washingtonpost, @tb_times. #TheSqueezle #TheGiblette @beckybowers",FALSE,FALSE,FALSE,https://jeremybowers.com/,NYT, ,N,N, ,62647,11333,3424,68586,702,TRUE,16,27,43,148,157,305,0.329868,1027.024249,0.217469,0.043189,0.005136,0.014444,
xpangler,19,23262217,Todd Spangler,Variety,-,Senate_Press_Galleries,New York Digital Editor,M,White,-,NY Digital Editor @Variety,FALSE,FALSE,FALSE,http://www.variety.com,Variety, ,N,N, ,31640,11320,1813,9737,587,TRUE,2,3,5,5,6,11,0.289338,1.22437,0.416667,0.003147,0.000553,0.001504,
CateMartel,19,1493053800,Cate Martel,The Hill,Capitol Hill publications,Senate_Periodical_Galleries,,F,White,"""@Politico alum""","National Political Reporter @TheHill. 12:30 Report author, NH native & @Politico alum. Hater of FOMO and sinkholes cmartel@thehill.com",FALSE,FALSE,FALSE,http://bit.ly/1M1mIfw,TheHill, ,N,N, ,3820,11198,6961,4757,328,TRUE,6,9,15,6,11,17,0.316467,46.098017,0.25,0.019483,0.003423,0.004717,
peteroverby,19,15753057,Peter Overby,National Public Radio,Television Network News and Public Affairs,Radio_and_Television,Correspondent,M,White,-,"NPR's power, money and influence correspondent",FALSE,TRUE,FALSE,http://www.npr.org/templates/archives/archive.php?thingId=277832&startNum=1,NPR, ,N,N,radio,2003,11079,1391,45,459,TRUE,2,9,11,2,15,17,0.309397,164.179706,0.111111,0.000495,0.00005,0.005742,
ASimendinger,19,55394190,Alexis Simendinger,RealClearPolitics,-,Senate_Press_Galleries,White House Correspondent,F,White,-,"National political correspondent for The Hill. Covering WH, Congress, politics.  asimendinger@thehill.com",FALSE,TRUE,FALSE,http://TheHill.com,TheHill, ,N,N, ,17365,11074,1245,32,493,FALSE,50,112,162,82,275,357,0.38977,21401.97062,0.147004,0.175391,0.028602,0.066492,
TsitsikiFelix,19,622412749,Tsi-tsi-ki Felix,WFDC–TV Univision,Local TV Stations,Radio_and_Television,,F,Latino,National TV Show Host • Guest Speaker • MC • Philantropist • ,Univision News Anchor in D.C @NoticiasDC ‚Ä¢ National TV Host Guest Speaker ‚Ä¢ MC ‚Ä¢ Philantropist ‚Ä¢ Tacos Eater ‚Ä¢ Chef Wannabe ‚Ä¢ Inmigrant ‚Ä¢ IG: @TsitsikiFelix,FALSE,FALSE,FALSE,http://www.facebook.com/tsitsiki.felix.3,Univision Network, ,N,N, ,987,11034,1972,633,35,FALSE,0,1,1,0,2,2,0.221686,0,0,0,0,0.000003,
